date,daily_pop,midnight_pop,book_in,book_out
2010-11-02,34784,33420,1245,1364
2010-11-03,34779,33312,1359,1467
2010-11-04,34608,33344,1296,1264
2010-11-05,34549,32980,1205,1569
2010-11-06,33247,33072,267,175
2010-11-07,33250,33199,178,51
2010-11-08,34464,33525,1265,939
2010-11-09,34915,33350,1390,1565
2010-11-10,34958,33450,1608,1508
2010-11-11,33744,33602,294,142
2010-11-12,34921,33452,1319,1469
2010-11-13,33764,33456,312,308
2010-11-14,33647,33596,191,51
2010-11-15,34964,33991,1368,973
2010-11-16,35363,34154,1372,1209
2010-11-17,35747,34197,1593,1550
2010-11-18,35590,33956,1393,1634
2010-11-19,35309,33600,1353,1709
2010-11-20,33933,33595,333,338
2010-11-21,33814,33712,219,102
2010-11-22,35084,34064,1372,1020
2010-11-23,35483,33828,1419,1655
2010-11-24,35230,33791,1402,1439
2010-11-25,34052,33905,261,147
2010-11-26,34844,33954,939,890
2010-11-27,34199,33790,245,409
2010-11-28,33975,33893,185,82
2010-11-29,35154,34071,1261,1083
2010-11-30,35472,34173,1401,1299
2010-12-01,35650,34452,1477,1198
2010-12-02,35781,34285,1329,1496
2010-12-03,35659,34077,1374,1582
2010-12-04,34363,33961,286,402
2010-12-05,34187,34072,226,115
2010-12-06,35623,34623,1551,1000
2010-12-07,36165,34763,1542,1402
2010-12-08,36257,34721,1494,1536
2010-12-09,36167,34760,1446,1407
2010-12-10,36101,34735,1341,1366
2010-12-11,35227,34697,492,530
2010-12-12,34980,34860,283,120
2010-12-13,36203,35093,1343,1110
2010-12-14,36457,34966,1364,1491
2010-12-15,36459,34952,1493,1507
2010-12-16,36364,34602,1412,1762
2010-12-17,35908,34189,1306,1719
2010-12-18,34501,34236,312,265
2010-12-19,34502,34440,266,62
2010-12-20,35825,34238,1385,1587
2010-12-21,35640,34004,1402,1636
2010-12-22,35425,33799,1421,1626
2010-12-23,35146,33473,1347,1673
2010-12-24,33800,33653,327,147
2010-12-25,33880,33749,227,131
2010-12-26,33908,33667,159,241
2010-12-27,34807,34075,1140,732
2010-12-28,35189,33748,1114,1441
2010-12-29,34834,33521,1086,1313
2010-12-30,34633,33258,1112,1375
2010-12-31,33584,33450,326,134
2011-01-01,33630,33564,180,66
2011-01-02,33727,33602,163,125
2011-01-03,34848,33955,1246,893
2011-01-04,35253,33953,1298,1300
2011-01-05,35284,33942,1331,1342
2011-01-06,35284,33969,1342,1315
2011-01-07,35297,33616,1328,1681
2011-01-08,33927,33623,311,304
2011-01-09,33797,33665,174,132
2011-01-10,34813,33832,1148,981
2011-01-11,35168,33973,1336,1195
2011-01-12,35211,33813,1238,1398
2011-01-13,35048,33526,1235,1522
2011-01-14,34907,33093,1381,1814
2011-01-15,33373,32817,280,556
2011-01-16,33081,33013,264,68
2011-01-17,33267,33075,254,192
2011-01-18,34637,33473,1562,1164
2011-01-19,34939,33155,1466,1784
2011-01-20,34719,33365,1564,1354
2011-01-21,34784,33048,1419,1736
2011-01-22,33349,32932,301,417
2011-01-23,33214,33060,282,154
2011-01-24,34592,33396,1532,1196
2011-01-25,34908,33447,1512,1461
2011-01-26,35101,33842,1654,1259
2011-01-27,35092,33422,1250,1670
2011-01-28,34991,33247,1569,1744
2011-01-29,33628,33141,381,487
2011-01-30,33580,33398,439,182
2011-01-31,34925,33412,1527,1513
2011-02-01,34946,33560,1534,1386
2011-02-02,34852,33381,1292,1471
2011-02-03,34731,33280,1350,1451
2011-02-04,34648,33282,1368,1366
2011-02-05,33607,32930,325,677
2011-02-06,33327,33203,397,124
2011-02-07,34829,33366,1626,1463
2011-02-08,35075,33477,1709,1598
2011-02-09,35019,33349,1542,1670
2011-02-10,34886,33305,1537,1581
2011-02-11,34928,33127,1623,1801
2011-02-12,33644,32984,517,660
2011-02-13,33350,33135,366,215
2011-02-14,34730,33214,1595,1516
2011-02-15,34802,33196,1588,1606
2011-02-16,34785,33116,1589,1669
2011-02-17,34736,32904,1620,1832
2011-02-18,34473,32559,1569,1914
2011-02-19,32997,32460,438,537
2011-02-20,32963,32802,503,161
2011-02-21,33282,32892,480,390
2011-02-22,34738,33118,1846,1620
2011-02-23,34913,33351,1795,1562
2011-02-24,35038,33134,1687,1904
2011-02-25,34863,33066,1729,1797
2011-02-26,33497,33004,431,493
2011-02-27,33373,33207,369,166
2011-02-28,34878,33324,1671,1554
2011-03-01,34994,33387,1670,1607
2011-03-02,35288,33748,1901,1540
2011-03-03,35397,33526,1649,1871
2011-03-04,35128,33184,1602,1944
2011-03-05,33543,33113,359,430
2011-03-06,33600,33303,487,297
2011-03-07,35179,33722,1876,1457
2011-03-08,35480,33472,1758,2008
2011-03-09,35285,33678,1813,1607
2011-03-10,35418,33350,1740,2068
2011-03-11,35156,33194,1806,1962
2011-03-12,33835,33160,641,675
2011-03-13,33620,33329,460,291
2011-03-14,35052,33628,1723,1424
2011-03-15,35527,33763,1899,1764
2011-03-16,35810,33985,2047,1825
2011-03-17,35716,33683,1731,2033
2011-03-18,35532,33476,1849,2056
2011-03-19,34124,33542,648,582
2011-03-20,34260,33878,718,382
2011-03-21,35646,34396,1768,1250
2011-03-22,36331,34323,1935,2008
2011-03-23,36295,34492,1972,1803
2011-03-24,36245,34150,1753,2095
2011-03-25,36101,33996,1951,2105
2011-03-26,34537,33882,541,655
2011-03-27,34457,34057,575,400
2011-03-28,35988,34235,1931,1753
2011-03-29,36104,34264,1869,1840
2011-03-30,36305,34229,2041,2076
2011-03-31,35954,33852,1725,2102
2011-04-01,35730,33662,1878,2068
2011-04-02,34320,33629,658,691
2011-04-03,34171,33703,542,468
2011-04-04,35521,33999,1818,1522
2011-04-05,35874,33920,1875,1954
2011-04-06,35729,33766,1809,1963
2011-04-07,35545,33516,1779,2029
2011-04-08,35319,33200,1803,2119
2011-04-09,33911,33241,711,670
2011-04-10,33729,33462,488,267
2011-04-11,35181,33617,1719,1564
2011-04-12,35571,33690,1954,1881
2011-04-13,35394,33733,1704,1661
2011-04-14,35481,33426,1748,2055
2011-04-15,35305,33114,1879,2191
2011-04-16,33606,33210,492,396
2011-04-17,33715,33383,505,332
2011-04-18,35122,33635,1739,1487
2011-04-19,35416,33444,1781,1972
2011-04-20,35245,33674,1801,1571
2011-04-21,35275,33604,1601,1671
2011-04-22,35334,33760,1730,1574
2011-04-23,34254,33858,494,396
2011-04-24,34207,33980,349,227
2011-04-25,35641,34143,1661,1498
2011-04-26,35752,34024,1609,1728
2011-04-27,35761,34011,1737,1750
2011-04-28,35658,33645,1647,2013
2011-04-29,35409,33324,1764,2085
2011-04-30,33824,33522,500,302
2011-05-01,34002,33703,480,299
2011-05-02,35428,34055,1725,1373
2011-05-03,35836,33840,1781,1996
2011-05-04,35416,33816,1576,1600
2011-05-05,35542,33565,1726,1977
2011-05-06,35203,33442,1638,1761
2011-05-07,33915,33467,473,448
2011-05-08,33854,33611,387,243
2011-05-09,35341,33848,1730,1493
2011-05-10,35538,33642,1690,1896
2011-05-11,35377,33437,1735,1940
2011-05-12,35130,33028,1693,2102
2011-05-13,34641,32663,1613,1978
2011-05-14,33483,32901,820,582
2011-05-15,33632,33333,731,299
2011-05-16,35293,33857,1960,1436
2011-05-17,35825,34001,1968,1824
2011-05-18,35802,33990,1801,1812
2011-05-19,35873,33851,1883,2022
2011-05-20,35421,33516,1570,1905
2011-05-21,33827,33512,311,315
2011-05-22,33987,33773,475,214
2011-05-23,35272,33917,1499,1355
2011-05-24,35650,33843,1733,1807
2011-05-25,35545,33574,1702,1971
2011-05-26,35178,33434,1604,1744
2011-05-27,35296,33095,1862,2201
2011-05-28,33556,33086,461,470
2011-05-29,33535,33271,449,264
2011-05-30,33758,33486,487,272
2011-05-31,35341,33916,1855,1425
2011-06-01,35672,34089,1756,1583
2011-06-02,35807,33918,1718,1889
2011-06-03,35618,33761,1700,1857
2011-06-04,34270,33909,509,361
2011-06-05,34266,33996,357,270
2011-06-06,35782,34467,1786,1315
2011-06-07,36245,34522,1778,1723
2011-06-08,36046,34348,1524,1698
2011-06-09,35922,34157,1574,1765
2011-06-10,35704,33782,1547,1922
2011-06-11,34286,33946,504,340
2011-06-12,34329,34042,383,287
2011-06-13,35658,34295,1616,1363
2011-06-14,35948,34127,1653,1821
2011-06-15,35858,34287,1731,1571
2011-06-16,35929,33990,1642,1939
2011-06-17,35685,33694,1695,1991
2011-06-18,34138,33720,444,418
2011-06-19,34092,33910,372,182
2011-06-20,35532,34219,1622,1313
2011-06-21,35880,34041,1661,1839
2011-06-22,35655,34005,1614,1650
2011-06-23,35585,33604,1580,1981
2011-06-24,35363,33496,1759,1867
2011-06-25,33936,33603,440,333
2011-06-26,33942,33734,339,208
2011-06-27,35304,33672,1570,1632
2011-06-28,35222,33567,1550,1655
2011-06-29,35093,33276,1526,1817
2011-06-30,34804,33249,1528,1555
2011-07-01,34835,33158,1586,1677
2011-07-02,33585,33237,427,348
2011-07-03,33553,33399,316,154
2011-07-04,33692,33434,293,258
2011-07-05,34958,33654,1524,1304
2011-07-06,35392,33834,1738,1558
2011-07-07,35375,33681,1541,1694
2011-07-08,35467,33558,1786,1909
2011-07-09,33995,33673,437,322
2011-07-10,33961,33736,288,225
2011-07-11,35222,34167,1486,1055
2011-07-12,35781,34033,1614,1748
2011-07-13,35548,33910,1515,1638
2011-07-14,35318,33563,1408,1755
2011-07-15,35080,33490,1517,1590
2011-07-16,33789,33602,299,187
2011-07-17,33840,33783,238,57
2011-07-18,35251,33961,1468,1290
2011-07-19,35550,34045,1589,1505
2011-07-20,35620,34000,1575,1620
2011-07-21,35424,33565,1424,1859
2011-07-22,34949,33263,1384,1686
2011-07-23,33578,33270,315,308
2011-07-24,33486,33411,216,75
2011-07-25,34851,33574,1440,1277
2011-07-26,35074,33642,1500,1432
2011-07-27,35303,33881,1661,1422
2011-07-28,35206,33589,1325,1617
2011-07-29,34958,33534,1369,1424
2011-07-30,33841,33651,307,190
2011-07-31,33831,33760,180,71
2011-08-01,35211,34069,1451,1142
2011-08-02,35523,34220,1454,1303
2011-08-03,35611,34154,1391,1457
2011-08-04,35518,34002,1364,1516
2011-08-05,35436,33740,1434,1696
2011-08-06,34054,33798,314,256
2011-08-07,34040,33961,242,79
2011-08-08,35360,34128,1399,1232
2011-08-09,35552,33917,1424,1635
2011-08-10,35337,33674,1420,1663
2011-08-11,35262,33391,1588,1871
2011-08-12,34827,33058,1436,1769
2011-08-13,33323,33145,265,178
2011-08-14,33337,33270,192,67
2011-08-15,34717,33550,1447,1167
2011-08-16,35150,33503,1600,1647
2011-08-17,34954,33430,1451,1524
2011-08-18,34857,33351,1427,1506
2011-08-19,34782,33072,1431,1710
2011-08-20,33333,33107,261,226
2011-08-21,33294,33209,187,85
2011-08-22,34565,33207,1356,1358
2011-08-23,34825,33188,1618,1637
2011-08-24,34753,33179,1565,1574
2011-08-25,34602,32942,1423,1660
2011-08-26,34305,32419,1363,1886
2011-08-27,32640,32372,221,268
2011-08-28,32583,32546,211,37
2011-08-29,34099,32682,1553,1417
2011-08-30,34237,32706,1555,1531
2011-08-31,34232,32672,1526,1560
2011-09-01,34158,32580,1486,1578
2011-09-02,34031,32109,1451,1922
2011-09-03,32431,32133,322,298
2011-09-04,32334,32287,201,47
2011-09-05,32549,32499,262,50
2011-09-06,34181,33025,1682,1156
2011-09-07,34685,33278,1660,1407
2011-09-08,34824,33000,1546,1824
2011-09-09,34510,32536,1510,1974
2011-09-10,32801,32474,265,327
2011-09-11,32620,32553,146,67
2011-09-12,34125,32754,1572,1371
2011-09-13,34277,32937,1523,1340
2011-09-14,34397,32858,1460,1539
2011-09-15,34287,32880,1429,1407
2011-09-16,34532,32676,1652,1856
2011-09-17,33443,33060,767,383
2011-09-18,33637,33463,577,174
2011-09-19,35269,34008,1806,1261
2011-09-20,35860,34249,1852,1611
2011-09-21,36055,34379,1806,1676
2011-09-22,35967,34344,1588,1623
2011-09-23,35804,33980,1460,1824
2011-09-24,34226,33965,246,261
2011-09-25,34143,34028,178,115
2011-09-26,35366,34061,1338,1305
2011-09-27,35508,33823,1447,1685
2011-09-28,35379,33793,1556,1586
2011-09-29,35279,33325,1486,1954
2011-09-30,34963,32883,1638,2080
2011-10-01,33233,32945,350,288
2011-10-02,33205,33088,260,117
2011-10-03,34547,33388,1459,1159
2011-10-04,35040,33422,1652,1618
2011-10-05,34892,33272,1470,1620
2011-10-06,34775,32992,1503,1783
2011-10-07,34786,32963,1794,1823
2011-10-08,33379,33016,416,363
2011-10-09,33325,33153,309,172
2011-10-10,33500,33290,347,210
2011-10-11,35146,33786,1856,1360
2011-10-12,35514,33765,1728,1749
2011-10-13,35294,33493,1529,1801
2011-10-14,35048,33002,1555,2046
2011-10-15,33388,33014,386,374
2011-10-16,33243,33059,229,184
2011-10-17,34530,33480,1471,1050
2011-10-18,35072,33353,1592,1719
2011-10-19,35099,33448,1746,1651
2011-10-20,34831,33292,1383,1539
2011-10-21,34938,33079,1646,1859
2011-10-22,33513,33137,434,376
2011-10-23,33458,33237,321,221
2011-10-24,34686,33418,1449,1268
2011-10-25,35146,33404,1728,1742
2011-10-26,35141,33373,1737,1768
2011-10-27,34911,33278,1538,1633
2011-10-28,34914,32900,1636,2014
2011-10-29,33343,32921,443,422
2011-10-30,33247,33101,326,146
2011-10-31,34717,33344,1616,1373
2011-11-01,35031,33482,1687,1549
2011-11-02,35102,33535,1620,1567
2011-11-03,35029,33312,1494,1717
2011-11-04,34907,32933,1595,1974
2011-11-05,33331,32998,398,333
2011-11-06,33313,33125,315,188
2011-11-07,34645,33329,1520,1316
2011-11-08,34958,33333,1629,1625
2011-11-09,34814,33148,1481,1666
2011-11-10,35015,33116,1867,1899
2011-11-11,33807,33346,691,461
2011-11-12,33632,33389,286,243
2011-11-13,33670,33474,281,196
2011-11-14,35114,33508,1640,1606
2011-11-15,35321,33736,1813,1585
2011-11-16,35459,33750,1723,1709
2011-11-17,35217,33519,1467,1698
2011-11-18,35117,33125,1598,1992
2011-11-19,33679,33236,554,443
2011-11-20,33602,33426,366,176
2011-11-21,35094,33429,1668,1665
2011-11-22,35073,33159,1644,1914
2011-11-23,34900,32942,1741,1958
2011-11-24,33291,33012,349,279
2011-11-25,34276,32928,1264,1348
2011-11-26,33279,32948,351,331
2011-11-27,33292,33080,344,212
2011-11-28,34655,33197,1575,1458
2011-11-29,34732,33207,1535,1525
2011-11-30,34813,33227,1606,1586
2011-12-01,34715,32970,1488,1745
2011-12-02,34571,32597,1601,1974
2011-12-03,33000,32638,403,362
2011-12-04,32952,32694,314,258
2011-12-05,34116,32855,1422,1261
2011-12-06,34248,32733,1393,1515
2011-12-07,34344,32778,1611,1566
2011-12-08,34224,32874,1446,1350
2011-12-09,34334,32767,1460,1567
2011-12-10,33262,32886,495,376
2011-12-11,33167,32981,281,186
2011-12-12,34466,32957,1485,1509
2011-12-13,34495,32912,1538,1583
2011-12-14,34480,32884,1568,1596
2011-12-15,34233,32655,1349,1578
2011-12-16,34208,32377,1553,1831
2011-12-17,32752,32312,375,440
2011-12-18,32563,32407,251,156
2011-12-19,33745,32334,1338,1411
2011-12-20,33759,32116,1425,1643
2011-12-21,33460,31904,1344,1556
2011-12-22,33252,31414,1348,1838
2011-12-23,32770,31106,1356,1664
2011-12-24,31530,31260,424,270
2011-12-25,31491,31374,231,117
2011-12-26,31585,31340,211,245
2011-12-27,32647,31405,1307,1242
2011-12-28,32747,31388,1342,1359
2011-12-29,32536,31275,1148,1261
2011-12-30,32595,31410,1320,1185
2011-12-31,31729,31348,319,381
2012-01-01,31640,31468,292,172
2012-01-02,31713,31426,245,287
2012-01-03,32707,31668,1281,1039
2012-01-04,32999,31682,1331,1317
2012-01-05,32960,31663,1278,1297
2012-01-06,33168,31511,1505,1657
2012-01-07,31946,31607,435,339
2012-01-08,31892,31684,285,208
2012-01-09,33027,31671,1343,1356
2012-01-10,33176,31647,1505,1529
2012-01-11,33151,31669,1504,1482
2012-01-12,33104,31506,1435,1598
2012-01-13,33099,31446,1593,1653
2012-01-14,31934,31589,488,345
2012-01-15,31910,31684,321,226
2012-01-16,32130,31662,446,468
2012-01-17,33376,31643,1714,1733
2012-01-18,33325,31578,1682,1747
2012-01-19,33069,31374,1491,1695
2012-01-20,33018,31162,1644,1856
2012-01-21,31702,31197,540,505
2012-01-22,31538,31327,341,211
2012-01-23,32912,31531,1585,1381
2012-01-24,33081,31605,1550,1476
2012-01-25,33127,31507,1522,1620
2012-01-26,33081,31660,1574,1421
2012-01-27,33238,31264,1578,1974
2012-01-28,31904,31374,640,530
2012-01-29,31822,31513,448,309
2012-01-30,33156,31648,1643,1508
2012-01-31,33262,31609,1614,1653
2012-02-01,33209,31577,1600,1632
2012-02-02,33124,31689,1547,1435
2012-02-03,33408,31340,1719,2068
2012-02-04,31917,31457,577,460
2012-02-05,31898,31654,441,244
2012-02-06,33250,31810,1596,1440
2012-02-07,33486,31871,1676,1615
2012-02-08,33459,31799,1588,1660
2012-02-09,33463,31690,1664,1773
2012-02-10,33271,31254,1581,2017
2012-02-11,31806,31508,552,298
2012-02-12,31941,31707,433,234
2012-02-13,33253,31724,1546,1529
2012-02-14,33156,31612,1432,1544
2012-02-15,33180,31522,1568,1658
2012-02-16,33060,31496,1538,1564
2012-02-17,33392,31201,1896,2191
2012-02-18,31875,31551,674,324
2012-02-19,32117,31942,566,175
2012-02-20,32562,32150,620,412
2012-02-21,33959,32316,1809,1643
2012-02-22,34011,32512,1695,1499
2012-02-23,34077,32171,1565,1906
2012-02-24,34004,32023,1833,1981
2012-02-25,32858,32477,835,381
2012-02-26,32934,32747,457,187
2012-02-27,34440,32574,1693,1866
2012-02-28,34453,32764,1879,1689
2012-02-29,34519,32780,1755,1739
2012-03-01,34514,32586,1734,1928
2012-03-02,34318,32108,1732,2210
2012-03-03,32766,32354,658,412
2012-03-04,32808,32616,454,192
2012-03-05,34283,32695,1667,1588
2012-03-06,34516,32834,1821,1682
2012-03-07,34632,32656,1798,1976
2012-03-08,34201,32883,1545,1318
2012-03-09,34658,32408,1775,2250
2012-03-10,33026,32676,618,350
2012-03-11,33258,33095,582,163
2012-03-12,34672,33163,1577,1509
2012-03-13,34948,33147,1785,1801
2012-03-14,34862,33176,1715,1686
2012-03-15,34954,32901,1778,2053
2012-03-16,34682,32544,1781,2138
2012-03-17,33215,32738,671,477
2012-03-18,33371,33064,633,307
2012-03-19,34632,33054,1568,1578
2012-03-20,34822,33224,1768,1598
2012-03-21,35057,33211,1833,1846
2012-03-22,34899,32820,1688,2079
2012-03-23,34609,32328,1789,2281
2012-03-24,33666,33100,1338,566
2012-03-25,34238,33951,1138,287
2012-03-26,36205,34406,2254,1799
2012-03-27,36886,34993,2480,1893
2012-03-28,37290,35322,2297,1968
2012-03-29,37261,35216,1939,2045
2012-03-30,36915,34699,1699,2216
2012-03-31,35536,34920,837,616
2012-04-01,35569,35238,649,331
2012-04-02,37149,35628,1911,1521
2012-04-03,37405,35588,1777,1817
2012-04-04,37353,35710,1765,1643
2012-04-05,37426,35691,1716,1735
2012-04-06,37299,35661,1608,1638
2012-04-07,36312,35787,651,525
2012-04-08,36294,35884,507,410
2012-04-09,37680,36140,1796,1540
2012-04-10,37903,36311,1763,1592
2012-04-11,37924,35908,1613,2016
2012-04-12,37835,35876,1927,1959
2012-04-13,37889,35765,2013,2124
2012-04-14,36499,35733,734,766
2012-04-15,36355,36001,622,354
2012-04-16,37988,36304,1987,1684
2012-04-17,38296,36449,1992,1847
2012-04-18,38175,36342,1726,1833
2012-04-19,38271,35878,1929,2393
2012-04-20,37633,35646,1755,1987
2012-04-21,36285,35699,639,586
2012-04-22,36262,36018,563,244
2012-04-23,38054,36309,2036,1745
2012-04-24,38197,36484,1888,1713
2012-04-25,38228,36043,1744,2185
2012-04-26,37694,35655,1651,2039
2012-04-27,37634,35246,1979,2388
2012-04-28,35939,35310,693,629
2012-04-29,35821,35497,511,324
2012-04-30,37587,35966,2090,1621
2012-05-01,37840,35958,1874,1882
2012-05-02,37970,35900,2012,2070
2012-05-03,37699,35414,1799,2285
2012-05-04,37300,34958,1886,2342
2012-05-05,35819,35159,861,660
2012-05-06,35705,35496,546,209
2012-05-07,37539,35654,2043,1885
2012-05-08,37630,35862,1976,1768
2012-05-09,37690,35519,1828,2171
2012-05-10,37338,35408,1819,1930
2012-05-11,37201,35395,1793,1806
2012-05-12,36077,35458,682,619
2012-05-13,35969,35579,511,390
2012-05-14,37527,35990,1948,1537
2012-05-15,37968,36144,1978,1824
2012-05-16,37819,35873,1675,1946
2012-05-17,37755,35754,1882,2001
2012-05-18,37531,35345,1777,2186
2012-05-19,36028,35254,683,774
2012-05-20,35777,35478,523,299
2012-05-21,37431,35984,1953,1447
2012-05-22,38049,36199,2065,1850
2012-05-23,37979,35856,1780,2123
2012-05-24,37603,35732,1747,1871
2012-05-25,37387,35375,1655,2012
2012-05-26,36177,35585,802,592
2012-05-27,36232,35920,647,312
2012-05-28,36757,35884,837,873
2012-05-29,37783,35990,1899,1793
2012-05-30,37896,36193,1906,1703
2012-05-31,38035,36173,1842,1862
2012-06-01,38067,36036,1894,2031
2012-06-02,36883,36407,847,476
2012-06-03,36947,36560,540,387
2012-06-04,38370,36873,1810,1497
2012-06-05,38606,37075,1733,1531
2012-06-06,39083,37338,2008,1745
2012-06-07,38991,36940,1653,2051
2012-06-08,38774,36785,1834,1989
2012-06-09,37615,37004,830,611
2012-06-10,37748,37320,744,428
2012-06-11,39057,37443,1737,1614
2012-06-12,39376,37640,1933,1736
2012-06-13,39598,37996,1958,1602
2012-06-14,39908,37784,1912,2124
2012-06-15,39384,37390,1600,1994
2012-06-16,38242,37843,852,399
2012-06-17,38389,38025,546,364
2012-06-18,39716,38141,1691,1575
2012-06-19,39704,37968,1563,1736
2012-06-20,39925,38109,1957,1816
2012-06-21,39875,37964,1766,1911
2012-06-22,39516,37557,1552,1959
2012-06-23,38342,37792,785,550
2012-06-24,38317,37964,525,353
2012-06-25,39824,38275,1860,1549
2012-06-26,39987,38184,1712,1803
2012-06-27,39977,37809,1793,2168
2012-06-28,39475,37734,1666,1741
2012-06-29,39629,37605,1895,2024
2012-06-30,38066,37578,461,488
2012-07-01,38116,37863,538,253
2012-07-02,39429,37730,1566,1699
2012-07-03,39480,37796,1750,1684
2012-07-04,38421,37814,625,607
2012-07-05,39418,37489,1604,1929
2012-07-06,39075,37129,1586,1946
2012-07-07,37638,37441,509,197
2012-07-08,37851,37437,410,414
2012-07-09,39144,37713,1707,1431
2012-07-10,39346,37734,1633,1612
2012-07-11,39512,37479,1778,2033
2012-07-12,39179,37421,1700,1758
2012-07-13,39055,36954,1634,2101
2012-07-14,37589,37327,635,262
2012-07-15,37737,37503,410,234
2012-07-16,39186,37585,1683,1601
2012-07-17,39196,37378,1611,1818
2012-07-18,39109,37249,1731,1860
2012-07-19,38898,37020,1649,1878
2012-07-20,38696,36711,1676,1985
2012-07-21,37241,36930,530,311
2012-07-22,37382,37019,452,363
2012-07-23,38557,37008,1538,1549
2012-07-24,38741,37103,1733,1638
2012-07-25,38851,37300,1748,1551
